"country","countryCode","date","filterByKeyword","filterByRating","input","isAmazonVine","isProductPageReviewFromOtherCountry","isVerified","position","product/listPrice","product/price","productAsin","productOriginalAsin","ratingScore","reviewCategoryUrl","reviewDescription","reviewId","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewImages/4","reviewImages/5","reviewImages/6","reviewImages/7","reviewImages/8","reviewImages/9","reviewReaction","reviewTitle","reviewUrl","reviewedIn","totalCategoryRatings","totalCategoryReviews","userId","userProfileLink","variant","variantAsin","variantAttributes/0/key","variantAttributes/0/value","variantAttributes/1/key","variantAttributes/1/value","variantAttributes/2/key","variantAttributes/2/value"
"United States",,"2025-05-29",,"allStars","https://www.amazon.com/Blink-Video-Doorbell-Sync-Module-Core-Included-System-Black/dp/B0DGQZ8JZK/ref=zg_bsnr_c_hi_d_sccl_1/132-8474279-2690144?pd_rd_w=YAwA9&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=0AZK4J24X53RJBQ01M5Z&pd_rd_wg=Ttbyb&pd_rd_r=f2a92114-58f8-44c7-b920-8d2fd4bb5aaa&pd_rd_i=B0DGQZ8JZK&th=1","false","false","false","7",,,"B0DGQZ8JZK","B0DGQZ8JZK","5",,"I absolutely love my new ring device! It took us less than half an hour to install and begin using. The app itself is fairly easy to navigate. 10/10 definitely recommend!","R2PBQ4C113ABZ6",,,,,,,,,,,"19 people found this helpful","Easy install and activation","https://www.amazon.com/gp/customer-reviews/R2PBQ4C113ABZ6/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0DGQZ8JZK","Reviewed in the United States on May 29, 2025",,,"amzn1.account.AED62CGO7SIKD3TOOJIGQFMTRNSA","https://www.amazon.com/gp/profile/amzn1.account.AED62CGO7SIKD3TOOJIGQFMTRNSA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Color: Black, Style: System (Doorbell + Sync Module), Configuration: Doorbell","B0DGQZ8JZK","Color","Black","Style","System (Doorbell + Sync Module)","Configuration","Doorbell"
"United States",,"2025-05-29",,"allStars","https://www.amazon.com/Blink-Video-Doorbell-Sync-Module-Core-Included-System-Black/dp/B0DGQZ8JZK/ref=zg_bsnr_c_hi_d_sccl_1/132-8474279-2690144?pd_rd_w=YAwA9&content-id=amzn1.sym.fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_p=fef9af56-6177-46e9-8710-a5293a68dd39&pf_rd_r=0AZK4J24X53RJBQ01M5Z&pd_rd_wg=Ttbyb&pd_rd_r=f2a92114-58f8-44c7-b920-8d2fd4bb5aaa&pd_rd_i=B0DGQZ8JZK&th=1","false","false","false","8",,,"B0DGQZ8JZK","B0DGQZ8JZK","5",,"The low-light video performance shows significant improvement, and the wider field of view provides enhanced coverage.","RPIJNX9EW6NXL",,,,,,,,,,,"39 people found this helpful","low-light video performance.","https://www.amazon.com/gp/customer-reviews/RPIJNX9EW6NXL/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0DGQZ8JZK","Reviewed in the United States on May 29, 2025",,,"amzn1.account.AHAZAQ2VJRWJVKA3PX25NGU7ONCQ","https://www.amazon.com/gp/profile/amzn1.account.AHAZAQ2VJRWJVKA3PX25NGU7ONCQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Color: White, Style: System (Doorbell + Sync Module), Configuration: Doorbell","B0DGQZ8JZK","Color","White","Style","System (Doorbell + Sync Module)","Configuration","Doorbell"
"United States",,"2025-05-03",,"allStars","https://www.amazon.com/Rosetta-Stone-Languages-Auto-Renewing-Subscription/dp/B088ZYG1BC/ref=zg_bsms_g_software_d_sccl_25/132-8474279-2690144?th=1","false","false","true","1",,,"B088ZYG1BC","B088ZYG1BC","1",,"Not only does the activation code not work, they are aware that expired codes are being issued. Even when they give you a new code the software is so horrible and frustrating you can’t even get onto the program. Then you try and cancel and they don’t refund your money because you purchased through Amazon. Amazon does not refund money either so say goodbye to your 36 bucks.  Save yourself some money and a ton of frustration.","RIB9FNDBVXJBL",,,,,,,,,,,"One person found this helpful","Codes don’t work and neither does their software","https://www.amazon.com/gp/customer-reviews/RIB9FNDBVXJBL/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B088ZYG1BC","Reviewed in the United States on May 3, 2025",,,"amzn1.account.AEZYGRSUNQQA47B2GQLT3KGPO7EA","https://www.amazon.com/gp/profile/amzn1.account.AEZYGRSUNQQA47B2GQLT3KGPO7EA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Platform: Online Code, Edition: 3 Months [Download Code]","B088ZYG1BC","Platform","Online Code","Edition","3 Months [Download Code]",,
"United States",,"2025-04-17",,"allStars","https://www.amazon.com/Rosetta-Stone-Languages-Auto-Renewing-Subscription/dp/B088ZYG1BC/ref=zg_bsms_g_software_d_sccl_25/132-8474279-2690144?th=1","false","false","true","2",,,"B088ZYG1BC","B088ZYG1BC","5",,"I also purchased this and got a code from Amazon, and the code did not work. Contacted Rosetta Stone help desk, and they got me a new code within an hour.","R2OK15OS59PTRO",,,,,,,,,,,,"Amazon code didn't work, Rosetta Help Desk solved the problem quickly","https://www.amazon.com/gp/customer-reviews/R2OK15OS59PTRO/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B088ZYG1BC","Reviewed in the United States on April 17, 2025",,,"amzn1.account.AGFWPBTFNYV4NHKLL6NH75NZ2DNA","https://www.amazon.com/gp/profile/amzn1.account.AGFWPBTFNYV4NHKLL6NH75NZ2DNA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Platform: Online Code, Edition: 3 Months [Download Code]","B088ZYG1BC","Platform","Online Code","Edition","3 Months [Download Code]",,
"United States",,"2025-05-18",,"allStars","https://www.amazon.com/Rosetta-Stone-Languages-Auto-Renewing-Subscription/dp/B088ZYG1BC/ref=zg_bsms_g_software_d_sccl_25/132-8474279-2690144?th=1","false","false","true","3",,,"B088ZYG1BC","B088ZYG1BC","1",,"Rosetta is very basic and if you do get something wrong….example tenses, it doesn’t explain the rule and why it was incorrect. I don’t see that you can learn without the rules .","R2VG1LR7RTSFL0",,,,,,,,,,,,"Does not give language rules.","https://www.amazon.com/gp/customer-reviews/R2VG1LR7RTSFL0/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B088ZYG1BC","Reviewed in the United States on May 18, 2025",,,"amzn1.account.AGH7DP55PE6V7IOSNW3AUVDI57DQ","https://www.amazon.com/gp/profile/amzn1.account.AGH7DP55PE6V7IOSNW3AUVDI57DQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Platform: Online Code, Edition: 3 Months [Download Code]","B088ZYG1BC","Platform","Online Code","Edition","3 Months [Download Code]",,
"United States",,"2023-12-03",,"allStars","https://www.amazon.com/Rosetta-Stone-Languages-Auto-Renewing-Subscription/dp/B088ZYG1BC/ref=zg_bsms_g_software_d_sccl_25/132-8474279-2690144?th=1","false","false","true","4",,,"B088ZYG1BC","B088ZYG1BC","5",,"From the moment I started the program I have not had any problems","R3C2TFIMBGOMY9",,,,,,,,,,,"3 people found this helpful","Works as advertised","https://www.amazon.com/gp/customer-reviews/R3C2TFIMBGOMY9/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B088ZYG1BC","Reviewed in the United States on December 3, 2023",,,"amzn1.account.AGTGBHB2K5QUK5P26SRSEVZIYV6A","https://www.amazon.com/gp/profile/amzn1.account.AGTGBHB2K5QUK5P26SRSEVZIYV6A/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Platform: Online Code, Edition: 3 Months [Download Code]","B088ZYG1BC","Platform","Online Code","Edition","3 Months [Download Code]",,
"United States",,"2020-12-22",,"allStars","https://www.amazon.com/Rosetta-Stone-Languages-Auto-Renewing-Subscription/dp/B088ZYG1BC/ref=zg_bsms_g_software_d_sccl_25/132-8474279-2690144?th=1","false","false","true","5",,,"B088ZYG1BC","B088ZYG1BC","3",,"I need to cancel this!!","R1VL4QVH8B42YD",,,,,,,,,,,"9 people found this helpful","CANCEL","https://www.amazon.com/gp/customer-reviews/R1VL4QVH8B42YD/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B088ZYG1BC","Reviewed in the United States on December 22, 2020",,,"amzn1.account.AFBOPA5FI6KJD3WAWH6QAGYUJTIQ","https://www.amazon.com/gp/profile/amzn1.account.AFBOPA5FI6KJD3WAWH6QAGYUJTIQ/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Platform: Online Code, Edition: 3 Months [Download Code]","B088ZYG1BC","Platform","Online Code","Edition","3 Months [Download Code]",,
"United States",,"2025-04-20",,"allStars","https://www.amazon.com/Rosetta-Stone-Languages-Auto-Renewing-Subscription/dp/B088ZYG1BC/ref=zg_bsms_g_software_d_sccl_25/132-8474279-2690144?th=1","false","false","true","6",,,"B088ZYG1BC","B088ZYG1BC","1",,"What good is the software for learning a language  when the paid for activation code does not work?  Should have purchased directly from the product website.","RC1FOXCIAOMVH",,,,,,,,,,,"One person found this helpful","Activation code does not work","https://www.amazon.com/gp/customer-reviews/RC1FOXCIAOMVH/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B088ZYG1BC","Reviewed in the United States on April 20, 2025",,,"amzn1.account.AFEGFU57PR4U3DR3YEO47W6TZM6Q","https://www.amazon.com/gp/profile/amzn1.account.AFEGFU57PR4U3DR3YEO47W6TZM6Q/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Platform: Online Code, Edition: 3 Months [Download Code]","B088ZYG1BC","Platform","Online Code","Edition","3 Months [Download Code]",,
"United States",,"2025-01-09",,"allStars","https://www.amazon.com/Rosetta-Stone-Languages-Auto-Renewing-Subscription/dp/B088ZYG1BC/ref=zg_bsms_g_software_d_sccl_25/132-8474279-2690144?th=1","false","false","true","7",,,"B088ZYG1BC","B088ZYG1BC","1",,"Terrible program. You’re expected to know words and short phrases without knowing the basic alphabet.  If you’re used to suffering thru learning a language than this is the one for you.","RRAY9NXTKRAH8",,,,,,,,,,,,"Bad program","https://www.amazon.com/gp/customer-reviews/RRAY9NXTKRAH8/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B088ZYG1BC","Reviewed in the United States on January 9, 2025",,,"amzn1.account.AHXYJEFVZFUM6MORURAIC7KEK32Q","https://www.amazon.com/gp/profile/amzn1.account.AHXYJEFVZFUM6MORURAIC7KEK32Q/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Platform: Online Code, Edition: 3 Months [Download Code]","B088ZYG1BC","Platform","Online Code","Edition","3 Months [Download Code]",,
"United States",,"2024-07-17",,"allStars","https://www.amazon.com/Rosetta-Stone-Languages-Auto-Renewing-Subscription/dp/B088ZYG1BC/ref=zg_bsms_g_software_d_sccl_25/132-8474279-2690144?th=1","false","false","true","8",,,"B088ZYG1BC","B088ZYG1BC","1",,"The product went lame after 2014.They have removed the subtitles making itDefunct. You cannot learn the language from not having a cross reference. Some moron executives changed an excellent learning tool into a retarded torturous labor. Don't bother if you are a logical technician. It's a now retarded facilitator.","R3SIC6TGFJHD3D",,,,,,,,,,,"3 people found this helpful","It's an okay Tudor if you are clairvoyant","https://www.amazon.com/gp/customer-reviews/R3SIC6TGFJHD3D/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B088ZYG1BC","Reviewed in the United States on July 17, 2024",,,"amzn1.account.AFBKGMPLXCQOSJABAUXVXHEQMHZA","https://www.amazon.com/gp/profile/amzn1.account.AFBKGMPLXCQOSJABAUXVXHEQMHZA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","Platform: Online Code, Edition: 3 Months [Download Code]","B088ZYG1BC","Platform","Online Code","Edition","3 Months [Download Code]",,
"United States",,"2011-12-07",,"allStars","https://www.amazon.com/Blue-State-Tim-Henry/dp/B0010AN7YU/ref=sr_1_9?dib=eyJ2IjoiMSJ9.3BFc-pa2Fvgwh3D8si7hfRGYfna4_GWOJoNJoK4BpsqdS0Oeta-Zi6u-WLircWCaJ4X1YR20OvoWQAFaAD2byod8y6qvKntshuhw_rRomT-G0IUy3QMppE6FYpxDMWEJcezFLLM4OMB9n9ddRrjYbJMymH31iWeFs9OuOMxutpdkznKQo6ggXs0EPNMh8cZk.7zfFCNcu7GzebwTVSwfd_7QdWkUQCuqvIbCCSznOxDk&dib_tag=se&qid=1748778809&s=hpc-intl-ship&sr=1-9","false","false","true","1",,,"B0010AN7YU","B0010AN7YU","5",,"Seriously, tho This is a really great film, about the political frustrations, the Bush Administration left us all in. And put on Breckin Meyer's, loveable obsessed, and lost yet prolific character John.Driven to such lengths, to make the world around him, better, but at the cost of loosing himself,in the process. Confronted and confounded by his comatose parents, who only selfishly blame him for the loss, of their number one son, from the war.They are so disturbingly twisted, from closed minded numbness, yet understandable, are just pathetically existing, in the denial they're fragile states, and weak minds can only handle.In They're delusive old fashioned minds, they are so far gone, that poor John can't get through to the rationale parts within them. If there ever were any to begin with. And so he is to fault for even being of the living, when his brother was taken, and killed in the war, in the middle East.John's goal is simple, get out of dodge, or the united states of blind denial, before Bush gets to run again, and yet make everything even more unbearable, for every American, trying to survive what's already happened before.In the sheer lunacy of the political viewless future, driving poor John to involve himself in a cultish counter, to fight the heartless, and selfishly safe pesidente, and his demented boyish fantasies, playing with dangerous toys, of congressional foritude. Leaving us with a bad tasting hand grenade in our mouths every day, till some idiot pulls out the pin.In Blue state John's views are not so far off the mark, that we can't identify with his need to get far away, along with a lovely blue yet, troubling, passenger of his. Enjoying the road trip past the good ol' USA boarder, into the safety and sane-er? Canadian embrace. After leaving Ma, and Pa kettle behind him, in their cobwebs of timeless loss and trauma filled home stead, John and his female Companion, drive forwards, into more uncertainty.But soooo unfairly far fetched look at Canadian way of life, where I could have done without the annoying hippy, love in audacity. Sharing of the mindless mentality, of these insufferable cretins, who trick John, who is only victimized into marrying the head, head case female. While his other female Companion is lost up in the confusion, not helped by a lunatic with a piece, not so Peace, and love in, after all. After his slight misunderstanding John apologizes to his real accompaniment and they do get out of Dodge- But his fellow American companion, has a secret of her own which makes the audience feel for her even more.But the Canadian's are made out to look really horrible, in this film.When in fact not everything is so bleak there, and not all the inhabitants living just miles from our NYC, line in the ground, are zombifyed lost in time, stone throwing, wastes of life, who only swig beer, and can't wait for hockey season, cause they have nothing else to live for...This was insulting, Canada is beautiful, and when the Holliweird machine, is too unfair to deal with, guess where the real actors go to escape.Cheaper to film in Canada, mom and dad USA we might sit back and enjoy many movies, and Tv shows from O'Canada, Actors comics, you just may have heard of, but just may have missed, or dismissed.Here's something, Canada's talent pool, can far out weigh the BS, from anything Holliweird can and has, rehashed over, and over again. And inspired writers beware, they will have less, than no respect for you in good'ol jolly LA LA Land.So think and, say what you will about Canada, after all closed mindness is our bread, pudding here on American soil.Sadly, you can take me away too John, after the after math of Bush in office, and everyone just keeps loosing, and loosing what little we had to begin with...By the way interesting take on the sheltered, hypocritical, devalued, dementia, that is left behind, a faded, emerald curtain we now live behind, born under the assumption all is good, you like conformity, and relax in the frightful stripped ident, that nothing can ever touch, your blythe acceptance of our spoon fed Govenmments BS.As they only take- take- and arrogantly take from us all... Till all is consumed, and nothing is left, for the ones, and they'er families, who really made this country great, once upon a time, for all concerned Eco wise, nature was more important, then over development, putting food on the table for all. People are surrounded, by comercialisim that sadly feeds us now, and we only eat it up, cause it's all we really believe in now.There is nothing good, or real about Reality TV. Just more spoiled rich idiots, who couldn't claim they even stepped into a Theater school, or audition for a role on stage, or screen. Yet they are everywhere, and concidered Celebrity status today, in a mind warping, self centered, trogs, my family and friends would think of as access whores, whiney and annoying beyond reason. Yeay! That's entertainment Jersey snore! Jerseylickus! How more blatant this disturbing fact is, guess grease balls is the word, with plastic shallow bitches, who haven't a clue what real was, if it sat on they're overly made up faces, and bent they're tin hub capped jewlery. Sad state, when we rely on spoiled rotten fakers, that would go up in a nice ball of flames, if you stood too close with a lit flame, flick my bic you cheap bitches! That's what we concider Tv at it's best folks and don't get me started on Americas got no talent, wow, X marks the target factor, giving a reason to tone deafeningly tune out the butchering of Janus Joplin, and John L. Because the sheep need to feel important too. As they're clueless fams are supportive, to a loss of breath. This is what's used to entertain us today. And speak about access, and selfish breeding live stock, 19 and counting, we help animal Hoarders to free themselves of their burdens, and rescue the poor animals that are in danger by their brain dead occupations, so why is a woman in our overly populated world, cheered for recklessly poping a poor defenceless child from her cavenous mouth every second? Shouldn't someone save those poor kids, and give them moms and dads who can't breed a litter every year? Then take that cow out to pasture, and tie it's tubes?! It's sick. Not reality, she's a dam'n Mutant, who could take over the world, with her hungry 19 mouths and consuming! Sad.We are all pawns, of the brain draining machinations of the madness, that fills our entertainment hours, and canceling shows for the Net works is like wacking your family and friends, merciless slaughter, done with sensless percission. As Tyranical as any idiotic leader, heartless, bloated, rich, undeserving, arrogant, inbred, lying, piece of shite, man in charge...Wow, a vicious circle, ah, pyscopath, deficiant insect.So, to sum up, if your still with me, that is. Was John so wrong, to want to escape an uncertainty, and even more bleaker future to come, now thanks to our beloved, and clueless, and fearless, fool of a leader? Mockery of a decent man! Whoever wrote Blue state, was a genus and he fore saw, the comical panic, of a realistic danger, we all should have taken into account, before prudant boy led us all astray. Now innocent families are suffering, from his arrogant narcistic need, for more access, more toys of destruction, and more bodies to play out his selfish pursuit for oil, wow, Well Go on comfort yourself, with the denial that it's okay, we are Americans, and nothing could ever be, or go wrong, to, or for us, as we continue living blissfully, with blinders on, right? Ah, 9- 11 come to mind people? It's so sad...Living is easy with eyes closed, misunderstanding all we see...Just words to wake up by, from another more famous, and dearly missed, John. He sang alot about real Peace brother. Till some waste of life silenced him.You figure it out, I'm wasting time, and breath, I know, As usual, Sad right? - Lo BB","R3P6UI0CZUMKZS",,,,,,,,,,,"2 people found this helpful","Breckin Meyer!! Need I say more? Okay, 2-CUTE-TE then...","https://www.amazon.com/gp/customer-reviews/R3P6UI0CZUMKZS/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0010AN7YU","Reviewed in the United States on December 7, 2011",,,"amzn1.account.AFTE3BVFTE4XF5H7L5GQSD2SZS2Q","https://www.amazon.com/gp/profile/amzn1.account.AFTE3BVFTE4XF5H7L5GQSD2SZS2Q/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B0010AN7YU",,,,,,
"United States",,"2016-06-09",,"allStars","https://www.amazon.com/Blue-State-Tim-Henry/dp/B0010AN7YU/ref=sr_1_9?dib=eyJ2IjoiMSJ9.3BFc-pa2Fvgwh3D8si7hfRGYfna4_GWOJoNJoK4BpsqdS0Oeta-Zi6u-WLircWCaJ4X1YR20OvoWQAFaAD2byod8y6qvKntshuhw_rRomT-G0IUy3QMppE6FYpxDMWEJcezFLLM4OMB9n9ddRrjYbJMymH31iWeFs9OuOMxutpdkznKQo6ggXs0EPNMh8cZk.7zfFCNcu7GzebwTVSwfd_7QdWkUQCuqvIbCCSznOxDk&dib_tag=se&qid=1748778809&s=hpc-intl-ship&sr=1-9","false","false","true","2",,,"B0010AN7YU","B0010AN7YU","3",,"seemed strange to me that anybody in 2004 could have thought Kerry was anything other than a ""me too"" for the same war mongering policies of the Bush/Cheney administration as demonstrated later with Kerry's Secy of State war intentions in Syria while ignoring the chemical warfare from the Untied Queendumb's toxic chemical attacks against Florida.  As for me, both Kerry and Bush were so abhorrent that I even attempted to campaign for the Presidency that year and was ""rewarded"" by being told it was ""illegal"" to vote for anybody but the criminal gang cadninuts in my home state and also subjected to attempted murder by malprescription by a goofermint licensed dentifraud in that same year.  ""Politics"" in the former United States, now Loonie Tied Studs of Merka, has been fouled out since ""at least"" the murderous of more than 50,000 American males only Lyndon Baines Johnson lesbian supremacist administration.  Personally never considered leaving my nation during either felony religionist effort to slaughter males only in foreign wars created for the purpose.","RET0EAYVL4QJB",,,,,,,,,,,,"imitating VietNam expats","https://www.amazon.com/gp/customer-reviews/RET0EAYVL4QJB/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0010AN7YU","Reviewed in the United States on June 9, 2016",,,"amzn1.account.AGR4P745AYOEIRRX3ONZPGLAWRUA","https://www.amazon.com/gp/profile/amzn1.account.AGR4P745AYOEIRRX3ONZPGLAWRUA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B0010AN7YU",,,,,,
"United States",,"2015-04-23",,"allStars","https://www.amazon.com/Blue-State-Tim-Henry/dp/B0010AN7YU/ref=sr_1_9?dib=eyJ2IjoiMSJ9.3BFc-pa2Fvgwh3D8si7hfRGYfna4_GWOJoNJoK4BpsqdS0Oeta-Zi6u-WLircWCaJ4X1YR20OvoWQAFaAD2byod8y6qvKntshuhw_rRomT-G0IUy3QMppE6FYpxDMWEJcezFLLM4OMB9n9ddRrjYbJMymH31iWeFs9OuOMxutpdkznKQo6ggXs0EPNMh8cZk.7zfFCNcu7GzebwTVSwfd_7QdWkUQCuqvIbCCSznOxDk&dib_tag=se&qid=1748778809&s=hpc-intl-ship&sr=1-9","false","false","true","3",,,"B0010AN7YU","B0010AN7YU","4",,"This was my first Amazon Instant Video, and it definitely was not a disappointment.  Breckin Meyer and Anna Paquin worked quite well together.  Meyer's character, John Logue, plays a Kerry campaign supporter who threatens to move to Canada if George W. Bush is elected to a second term.  When Kerry loses, John feels compelled to follow through on his vow.  John then meets a reader of his blog named Chloe Hamon (Paquin), who wants to follow him to Canada.  On their way from California to Canada, they stop in Washington state to visit John's parents, who disagree with John's liberal views.  When John and Chloe get close to the Canadian border, Chloe reveals that she is a deserter who was in Iraq as a soldier and is supposed to return there.  Ultimately, John and Chloe decide to return to the U.S., where Chloe is arrested.  Ultimately, Chloe is released.","R3RFPXBRTBG8OG",,,,,,,,,,,"One person found this helpful","Love and Politics","https://www.amazon.com/gp/customer-reviews/R3RFPXBRTBG8OG/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0010AN7YU","Reviewed in the United States on April 23, 2015",,,"amzn1.account.AE7BXPV5ARNS4FCK432VODDLLRMA","https://www.amazon.com/gp/profile/amzn1.account.AE7BXPV5ARNS4FCK432VODDLLRMA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B0010AN7YU",,,,,,
"United States",,"2016-06-16",,"allStars","https://www.amazon.com/Blue-State-Tim-Henry/dp/B0010AN7YU/ref=sr_1_9?dib=eyJ2IjoiMSJ9.3BFc-pa2Fvgwh3D8si7hfRGYfna4_GWOJoNJoK4BpsqdS0Oeta-Zi6u-WLircWCaJ4X1YR20OvoWQAFaAD2byod8y6qvKntshuhw_rRomT-G0IUy3QMppE6FYpxDMWEJcezFLLM4OMB9n9ddRrjYbJMymH31iWeFs9OuOMxutpdkznKQo6ggXs0EPNMh8cZk.7zfFCNcu7GzebwTVSwfd_7QdWkUQCuqvIbCCSznOxDk&dib_tag=se&qid=1748778809&s=hpc-intl-ship&sr=1-9","false","false","true","4",,,"B0010AN7YU","B0010AN7YU","2",,"I couldn't relate to any of the characters in this film. The Canadians weren't like any Canadians I've ever met.  Did not even watch to the end.","R253GY9M083BQ5",,,,,,,,,,,,"Could Not Relate to Characters","https://www.amazon.com/gp/customer-reviews/R253GY9M083BQ5/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0010AN7YU","Reviewed in the United States on June 16, 2016",,,"amzn1.account.AHLJAIVTEX2GDCH5DJF2CLEWIDWA","https://www.amazon.com/gp/profile/amzn1.account.AHLJAIVTEX2GDCH5DJF2CLEWIDWA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B0010AN7YU",,,,,,
"United States",,"2016-05-26",,"allStars","https://www.amazon.com/Blue-State-Tim-Henry/dp/B0010AN7YU/ref=sr_1_9?dib=eyJ2IjoiMSJ9.3BFc-pa2Fvgwh3D8si7hfRGYfna4_GWOJoNJoK4BpsqdS0Oeta-Zi6u-WLircWCaJ4X1YR20OvoWQAFaAD2byod8y6qvKntshuhw_rRomT-G0IUy3QMppE6FYpxDMWEJcezFLLM4OMB9n9ddRrjYbJMymH31iWeFs9OuOMxutpdkznKQo6ggXs0EPNMh8cZk.7zfFCNcu7GzebwTVSwfd_7QdWkUQCuqvIbCCSznOxDk&dib_tag=se&qid=1748778809&s=hpc-intl-ship&sr=1-9","false","false","true","5",,,"B0010AN7YU","B0010AN7YU","1",,"Uninteresting story line, unsympathetic characters, horrible dialogue","R3IAVNHBZYL6VI",,,,,,,,,,,,"horrible dialogue","https://www.amazon.com/gp/customer-reviews/R3IAVNHBZYL6VI/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0010AN7YU","Reviewed in the United States on May 26, 2016",,,"amzn1.account.AHTUDDHN7W5AKK6ZYF3NAH5BHVMA","https://www.amazon.com/gp/profile/amzn1.account.AHTUDDHN7W5AKK6ZYF3NAH5BHVMA/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B0010AN7YU",,,,,,
"United States",,"2014-01-04",,"allStars","https://www.amazon.com/Blue-State-Tim-Henry/dp/B0010AN7YU/ref=sr_1_9?dib=eyJ2IjoiMSJ9.3BFc-pa2Fvgwh3D8si7hfRGYfna4_GWOJoNJoK4BpsqdS0Oeta-Zi6u-WLircWCaJ4X1YR20OvoWQAFaAD2byod8y6qvKntshuhw_rRomT-G0IUy3QMppE6FYpxDMWEJcezFLLM4OMB9n9ddRrjYbJMymH31iWeFs9OuOMxutpdkznKQo6ggXs0EPNMh8cZk.7zfFCNcu7GzebwTVSwfd_7QdWkUQCuqvIbCCSznOxDk&dib_tag=se&qid=1748778809&s=hpc-intl-ship&sr=1-9","false","false","true","6",,,"B0010AN7YU","B0010AN7YU","5",,"I love Breckin Meyer and am also a fan of Anna Paquin. Meyer plays John Logue, a die-hard liberal who has been campaigning for John Kerry and swears if George Bush is re-elected he will leave the country. He finds a website, marry a canadian dot com so Americans can move to Canada and get citizenship. Anna Paquin is Chloe, who answers an ad John places for someone to share expenses. This is a low-key but powerful film that deals with the frustration of living in a politically apathetic country. But John has other reasons for his beliefs and Chloe is not just looking for a ride, she is going to Canada to get out of a second tour in Iraq.Meyer (who can do more than comedy) and Paquin are perfect in their roles. I love a movie driven by the acting of a good story and not a star vehicle with a bad plot.","R27XTTLN0Q1JZZ",,,,,,,,,,,"7 people found this helpful","great indie","https://www.amazon.com/gp/customer-reviews/R27XTTLN0Q1JZZ/ref=cm_cr_dp_d_rvw_ttl?ie=UTF8&ASIN=B0010AN7YU","Reviewed in the United States on January 4, 2014",,,"amzn1.account.AECQQBG6YRYCOJL2NCB2H3V6LD6Q","https://www.amazon.com/gp/profile/amzn1.account.AECQQBG6YRYCOJL2NCB2H3V6LD6Q/ref=cm_cr_dp_d_gw_tr?ie=UTF8","","B0010AN7YU",,,,,,
